Training Start
Compression Rate: 0.8
SNR Value: 7
"epoch: 0, Train Loss: 0.991973, Train Acc: 0.276969, Eval Loss: 0.846527, Eval Acc: 0.516416, PSNR: 1.573092"
"epoch: 1, Train Loss: 0.735795, Train Acc: 0.628965, Eval Loss: 0.640924, Eval Acc: 0.700653, PSNR: 4.145439"
"epoch: 2, Train Loss: 0.581059, Train Acc: 0.723531, Eval Loss: 0.524553, Eval Acc: 0.753659, PSNR: 4.865049"
"epoch: 3, Train Loss: 0.489504, Train Acc: 0.760628, Eval Loss: 0.452743, Eval Acc: 0.775316, PSNR: 7.829125"
"epoch: 4, Train Loss: 0.430940, Train Acc: 0.781783, Eval Loss: 0.405284, Eval Acc: 0.794403, PSNR: 7.207899"
"epoch: 5, Train Loss: 0.391613, Train Acc: 0.796342, Eval Loss: 0.372565, Eval Acc: 0.809731, PSNR: 9.880692"
"epoch: 6, Train Loss: 0.363974, Train Acc: 0.807369, Eval Loss: 0.349665, Eval Acc: 0.818038, PSNR: 8.453743"
"epoch: 7, Train Loss: 0.344148, Train Acc: 0.814049, Eval Loss: 0.332471, Eval Acc: 0.825059, PSNR: 8.540268"
"epoch: 8, Train Loss: 0.329440, Train Acc: 0.821112, Eval Loss: 0.319592, Eval Acc: 0.828422, PSNR: 10.080229"
"epoch: 9, Train Loss: 0.317862, Train Acc: 0.826393, Eval Loss: 0.309397, Eval Acc: 0.832971, PSNR: 10.458389"
"epoch: 10, Train Loss: 0.308831, Train Acc: 0.830007, Eval Loss: 0.301254, Eval Acc: 0.839893, PSNR: 10.503356"
"epoch: 11, Train Loss: 0.301414, Train Acc: 0.833805, Eval Loss: 0.294362, Eval Acc: 0.842662, PSNR: 10.053686"
"epoch: 12, Train Loss: 0.295203, Train Acc: 0.837087, Eval Loss: 0.289017, Eval Acc: 0.843354, PSNR: 10.908645"
"epoch: 13, Train Loss: 0.289894, Train Acc: 0.838819, Eval Loss: 0.283827, Eval Acc: 0.846025, PSNR: 10.216591"
"epoch: 14, Train Loss: 0.285205, Train Acc: 0.841934, Eval Loss: 0.279563, Eval Acc: 0.848695, PSNR: 11.155896"
