Training Start
Compression Rate: 0.8
SNR Value: 5
"epoch: 0, Train Loss: 0.998744, Train Acc: 0.270539, Eval Loss: 0.863350, Eval Acc: 0.495748, PSNR: 1.565290"
"epoch: 1, Train Loss: 0.752813, Train Acc: 0.604461, Eval Loss: 0.656709, Eval Acc: 0.683841, PSNR: 3.744897"
"epoch: 2, Train Loss: 0.595237, Train Acc: 0.718683, Eval Loss: 0.537548, Eval Acc: 0.749407, PSNR: 5.044834"
"epoch: 3, Train Loss: 0.501114, Train Acc: 0.761277, Eval Loss: 0.463280, Eval Acc: 0.776800, PSNR: 5.148393"
"epoch: 4, Train Loss: 0.440882, Train Acc: 0.781966, Eval Loss: 0.413987, Eval Acc: 0.796677, PSNR: 6.805670"
"epoch: 5, Train Loss: 0.400222, Train Acc: 0.796525, Eval Loss: 0.380729, Eval Acc: 0.802215, PSNR: 7.188531"
"epoch: 6, Train Loss: 0.371798, Train Acc: 0.804787, Eval Loss: 0.356648, Eval Acc: 0.814181, PSNR: 7.722983"
"epoch: 7, Train Loss: 0.351258, Train Acc: 0.813433, Eval Loss: 0.338903, Eval Acc: 0.819719, PSNR: 8.365351"
"epoch: 8, Train Loss: 0.335860, Train Acc: 0.819180, Eval Loss: 0.325730, Eval Acc: 0.824268, PSNR: 9.785427"
"epoch: 9, Train Loss: 0.323950, Train Acc: 0.824610, Eval Loss: 0.314910, Eval Acc: 0.832377, PSNR: 10.145815"
"epoch: 10, Train Loss: 0.314593, Train Acc: 0.827759, Eval Loss: 0.306639, Eval Acc: 0.833366, PSNR: 10.740845"
"epoch: 11, Train Loss: 0.307010, Train Acc: 0.831090, Eval Loss: 0.299651, Eval Acc: 0.838311, PSNR: 9.015745"
"epoch: 12, Train Loss: 0.300513, Train Acc: 0.835321, Eval Loss: 0.293415, Eval Acc: 0.843849, PSNR: 11.833177"
"epoch: 13, Train Loss: 0.294908, Train Acc: 0.837936, Eval Loss: 0.288354, Eval Acc: 0.846025, PSNR: 12.384995"
"epoch: 14, Train Loss: 0.290230, Train Acc: 0.840518, Eval Loss: 0.283942, Eval Acc: 0.844541, PSNR: 11.736135"
"epoch: 15, Train Loss: 0.285889, Train Acc: 0.843184, Eval Loss: 0.280010, Eval Acc: 0.849585, PSNR: 10.612020"
"epoch: 16, Train Loss: 0.281979, Train Acc: 0.845149, Eval Loss: 0.276363, Eval Acc: 0.851167, PSNR: 10.923664"
"epoch: 17, Train Loss: 0.278547, Train Acc: 0.846532, Eval Loss: 0.273037, Eval Acc: 0.851167, PSNR: 11.451630"
"epoch: 18, Train Loss: 0.275446, Train Acc: 0.848931, Eval Loss: 0.269762, Eval Acc: 0.853145, PSNR: 11.257032"
"epoch: 19, Train Loss: 0.272394, Train Acc: 0.850713, Eval Loss: 0.267276, Eval Acc: 0.854628, PSNR: 10.394270"
"epoch: 20, Train Loss: 0.269873, Train Acc: 0.851729, Eval Loss: 0.264859, Eval Acc: 0.857100, PSNR: 13.996960"
"epoch: 21, Train Loss: 0.267167, Train Acc: 0.853445, Eval Loss: 0.262068, Eval Acc: 0.855518, PSNR: 13.252998"
"epoch: 22, Train Loss: 0.264764, Train Acc: 0.855294, Eval Loss: 0.259672, Eval Acc: 0.860463, PSNR: 14.650962"
"epoch: 23, Train Loss: 0.262442, Train Acc: 0.856360, Eval Loss: 0.257507, Eval Acc: 0.861748, PSNR: 12.837429"
"epoch: 24, Train Loss: 0.260381, Train Acc: 0.857393, Eval Loss: 0.255384, Eval Acc: 0.861946, PSNR: 12.304430"
"epoch: 25, Train Loss: 0.258343, Train Acc: 0.858009, Eval Loss: 0.253364, Eval Acc: 0.862638, PSNR: 12.222074"
"epoch: 26, Train Loss: 0.256439, Train Acc: 0.859542, Eval Loss: 0.251587, Eval Acc: 0.864320, PSNR: 12.794080"
"epoch: 27, Train Loss: 0.254555, Train Acc: 0.861041, Eval Loss: 0.249735, Eval Acc: 0.865704, PSNR: 14.422357"
"epoch: 28, Train Loss: 0.252835, Train Acc: 0.861840, Eval Loss: 0.247900, Eval Acc: 0.867979, PSNR: 11.537000"
"epoch: 29, Train Loss: 0.251071, Train Acc: 0.862423, Eval Loss: 0.246409, Eval Acc: 0.867781, PSNR: 12.568813"
"epoch: 30, Train Loss: 0.249578, Train Acc: 0.861924, Eval Loss: 0.244770, Eval Acc: 0.867583, PSNR: 13.252985"
"epoch: 31, Train Loss: 0.247949, Train Acc: 0.864189, Eval Loss: 0.243323, Eval Acc: 0.865407, PSNR: 13.714459"
"epoch: 32, Train Loss: 0.246409, Train Acc: 0.864139, Eval Loss: 0.241493, Eval Acc: 0.868869, PSNR: 12.480176"
"epoch: 33, Train Loss: 0.244827, Train Acc: 0.865638, Eval Loss: 0.240395, Eval Acc: 0.869660, PSNR: 13.802754"
"epoch: 34, Train Loss: 0.243522, Train Acc: 0.866521, Eval Loss: 0.239025, Eval Acc: 0.869462, PSNR: 12.266700"
"epoch: 35, Train Loss: 0.242267, Train Acc: 0.866238, Eval Loss: 0.237356, Eval Acc: 0.873121, PSNR: 15.092848"
"epoch: 36, Train Loss: 0.240855, Train Acc: 0.867221, Eval Loss: 0.236183, Eval Acc: 0.873418, PSNR: 12.755122"
"epoch: 37, Train Loss: 0.239487, Train Acc: 0.868137, Eval Loss: 0.234717, Eval Acc: 0.870055, PSNR: 13.261409"
"epoch: 38, Train Loss: 0.238422, Train Acc: 0.868837, Eval Loss: 0.233775, Eval Acc: 0.872132, PSNR: 12.732577"
"epoch: 39, Train Loss: 0.237042, Train Acc: 0.869470, Eval Loss: 0.232575, Eval Acc: 0.872824, PSNR: 13.138161"
"epoch: 40, Train Loss: 0.235866, Train Acc: 0.869453, Eval Loss: 0.231369, Eval Acc: 0.873418, PSNR: 13.596054"
"epoch: 41, Train Loss: 0.234780, Train Acc: 0.870286, Eval Loss: 0.230357, Eval Acc: 0.872330, PSNR: 13.901718"
"epoch: 42, Train Loss: 0.233681, Train Acc: 0.870719, Eval Loss: 0.228971, Eval Acc: 0.874703, PSNR: 13.087721"
"epoch: 43, Train Loss: 0.232583, Train Acc: 0.871485, Eval Loss: 0.228018, Eval Acc: 0.875198, PSNR: 15.083124"
"epoch: 44, Train Loss: 0.231670, Train Acc: 0.871435, Eval Loss: 0.227150, Eval Acc: 0.875791, PSNR: 13.707113"
"epoch: 45, Train Loss: 0.230472, Train Acc: 0.872285, Eval Loss: 0.226046, Eval Acc: 0.875692, PSNR: 14.117299"
"epoch: 46, Train Loss: 0.229389, Train Acc: 0.872485, Eval Loss: 0.224822, Eval Acc: 0.877077, PSNR: 14.012084"
"epoch: 47, Train Loss: 0.228412, Train Acc: 0.872834, Eval Loss: 0.223872, Eval Acc: 0.875396, PSNR: 15.398794"
"epoch: 48, Train Loss: 0.227561, Train Acc: 0.873934, Eval Loss: 0.223127, Eval Acc: 0.878263, PSNR: 13.702809"
"epoch: 49, Train Loss: 0.226527, Train Acc: 0.873884, Eval Loss: 0.222020, Eval Acc: 0.875890, PSNR: 16.201040"
"epoch: 50, Train Loss: 0.225711, Train Acc: 0.874917, Eval Loss: 0.221302, Eval Acc: 0.877275, PSNR: 14.662445"
"epoch: 51, Train Loss: 0.224789, Train Acc: 0.874267, Eval Loss: 0.220250, Eval Acc: 0.878165, PSNR: 14.723741"
"epoch: 52, Train Loss: 0.223707, Train Acc: 0.875616, Eval Loss: 0.219503, Eval Acc: 0.878857, PSNR: 15.395601"
"epoch: 53, Train Loss: 0.222907, Train Acc: 0.875600, Eval Loss: 0.218317, Eval Acc: 0.879450, PSNR: 14.517691"
"epoch: 54, Train Loss: 0.222110, Train Acc: 0.876283, Eval Loss: 0.217564, Eval Acc: 0.879549, PSNR: 12.562416"
"epoch: 55, Train Loss: 0.221246, Train Acc: 0.876116, Eval Loss: 0.216761, Eval Acc: 0.881032, PSNR: 14.803098"
"epoch: 56, Train Loss: 0.220481, Train Acc: 0.875416, Eval Loss: 0.215751, Eval Acc: 0.880241, PSNR: 13.385938"
"epoch: 57, Train Loss: 0.219615, Train Acc: 0.876866, Eval Loss: 0.215152, Eval Acc: 0.883010, PSNR: 14.119707"
"epoch: 58, Train Loss: 0.218757, Train Acc: 0.876333, Eval Loss: 0.214651, Eval Acc: 0.879648, PSNR: 14.034281"
"epoch: 59, Train Loss: 0.218179, Train Acc: 0.876832, Eval Loss: 0.213416, Eval Acc: 0.881922, PSNR: 14.649234"
"epoch: 60, Train Loss: 0.217190, Train Acc: 0.877215, Eval Loss: 0.212851, Eval Acc: 0.882417, PSNR: 14.154011"
"epoch: 61, Train Loss: 0.216488, Train Acc: 0.877815, Eval Loss: 0.212167, Eval Acc: 0.879351, PSNR: 14.483008"
"epoch: 62, Train Loss: 0.215804, Train Acc: 0.877332, Eval Loss: 0.211302, Eval Acc: 0.884691, PSNR: 14.512859"
"epoch: 63, Train Loss: 0.214950, Train Acc: 0.878082, Eval Loss: 0.210808, Eval Acc: 0.881725, PSNR: 14.703919"
"epoch: 64, Train Loss: 0.214349, Train Acc: 0.878665, Eval Loss: 0.209879, Eval Acc: 0.880934, PSNR: 14.232545"
"epoch: 65, Train Loss: 0.213690, Train Acc: 0.878315, Eval Loss: 0.209080, Eval Acc: 0.884593, PSNR: 16.062745"
"epoch: 66, Train Loss: 0.212877, Train Acc: 0.878831, Eval Loss: 0.208751, Eval Acc: 0.882021, PSNR: 14.880354"
"epoch: 67, Train Loss: 0.212202, Train Acc: 0.879281, Eval Loss: 0.208101, Eval Acc: 0.884395, PSNR: 15.271574"
"epoch: 68, Train Loss: 0.211435, Train Acc: 0.879831, Eval Loss: 0.207411, Eval Acc: 0.883109, PSNR: 15.311329"
"epoch: 69, Train Loss: 0.210856, Train Acc: 0.879348, Eval Loss: 0.206610, Eval Acc: 0.884494, PSNR: 15.269290"
"epoch: 70, Train Loss: 0.210147, Train Acc: 0.880131, Eval Loss: 0.205738, Eval Acc: 0.884889, PSNR: 16.272334"
"epoch: 71, Train Loss: 0.209540, Train Acc: 0.880614, Eval Loss: 0.205154, Eval Acc: 0.883900, PSNR: 13.629089"
"epoch: 72, Train Loss: 0.208883, Train Acc: 0.880297, Eval Loss: 0.204527, Eval Acc: 0.883109, PSNR: 16.353186"
"epoch: 73, Train Loss: 0.208248, Train Acc: 0.880564, Eval Loss: 0.204052, Eval Acc: 0.883010, PSNR: 15.288273"
