Training Start
Compression Rate: 0.8
SNR Value: 8
"epoch: 0, Train Loss: 1.007816, Train Acc: 0.218583, Eval Loss: 0.868106, Eval Acc: 0.478540, PSNR: 3.294588"
"epoch: 1, Train Loss: 0.758195, Train Acc: 0.617787, Eval Loss: 0.659303, Eval Acc: 0.716179, PSNR: 3.211751"
"epoch: 2, Train Loss: 0.599460, Train Acc: 0.731443, Eval Loss: 0.539212, Eval Acc: 0.768493, PSNR: 3.752285"
"epoch: 3, Train Loss: 0.504600, Train Acc: 0.766258, Eval Loss: 0.464712, Eval Acc: 0.786392, PSNR: 5.511206"
"epoch: 4, Train Loss: 0.443367, Train Acc: 0.785598, Eval Loss: 0.414871, Eval Acc: 0.801028, PSNR: 6.124267"
"epoch: 5, Train Loss: 0.401802, Train Acc: 0.797841, Eval Loss: 0.380484, Eval Acc: 0.810028, PSNR: 6.665769"
"epoch: 6, Train Loss: 0.372567, Train Acc: 0.808602, Eval Loss: 0.355952, Eval Acc: 0.819521, PSNR: 8.837542"
"epoch: 7, Train Loss: 0.351241, Train Acc: 0.815965, Eval Loss: 0.337764, Eval Acc: 0.824169, PSNR: 8.292262"
"epoch: 8, Train Loss: 0.335401, Train Acc: 0.821512, Eval Loss: 0.323961, Eval Acc: 0.830400, PSNR: 10.049762"
"epoch: 9, Train Loss: 0.323126, Train Acc: 0.825976, Eval Loss: 0.313056, Eval Acc: 0.836828, PSNR: 8.284561"
"epoch: 10, Train Loss: 0.313233, Train Acc: 0.830107, Eval Loss: 0.304499, Eval Acc: 0.838706, PSNR: 11.231093"
"epoch: 11, Train Loss: 0.305383, Train Acc: 0.834222, Eval Loss: 0.297318, Eval Acc: 0.843354, PSNR: 9.470715"
"epoch: 12, Train Loss: 0.298755, Train Acc: 0.836820, Eval Loss: 0.291238, Eval Acc: 0.846519, PSNR: 9.665153"
"epoch: 13, Train Loss: 0.293095, Train Acc: 0.840418, Eval Loss: 0.285989, Eval Acc: 0.847112, PSNR: 8.890726"
"epoch: 14, Train Loss: 0.288241, Train Acc: 0.843550, Eval Loss: 0.281605, Eval Acc: 0.848299, PSNR: 11.532079"
"epoch: 15, Train Loss: 0.283858, Train Acc: 0.845532, Eval Loss: 0.277466, Eval Acc: 0.853540, PSNR: 10.656380"
"epoch: 16, Train Loss: 0.279899, Train Acc: 0.848481, Eval Loss: 0.273836, Eval Acc: 0.853837, PSNR: 11.017700"
"epoch: 17, Train Loss: 0.276465, Train Acc: 0.849680, Eval Loss: 0.270589, Eval Acc: 0.856309, PSNR: 11.394043"
"epoch: 18, Train Loss: 0.273272, Train Acc: 0.851696, Eval Loss: 0.267306, Eval Acc: 0.857199, PSNR: 10.516807"
"epoch: 19, Train Loss: 0.270291, Train Acc: 0.853278, Eval Loss: 0.264648, Eval Acc: 0.860265, PSNR: 10.056054"
"epoch: 20, Train Loss: 0.267530, Train Acc: 0.854761, Eval Loss: 0.261946, Eval Acc: 0.860166, PSNR: 9.117627"
"epoch: 21, Train Loss: 0.264967, Train Acc: 0.855894, Eval Loss: 0.259549, Eval Acc: 0.862144, PSNR: 12.391619"
"epoch: 22, Train Loss: 0.262468, Train Acc: 0.857243, Eval Loss: 0.257317, Eval Acc: 0.859968, PSNR: 11.553851"
"epoch: 23, Train Loss: 0.260218, Train Acc: 0.859042, Eval Loss: 0.254944, Eval Acc: 0.863528, PSNR: 12.158670"
"epoch: 24, Train Loss: 0.258068, Train Acc: 0.860108, Eval Loss: 0.252948, Eval Acc: 0.865111, PSNR: 12.839126"
"epoch: 25, Train Loss: 0.256079, Train Acc: 0.860741, Eval Loss: 0.251002, Eval Acc: 0.866594, PSNR: 11.217599"
"epoch: 26, Train Loss: 0.254119, Train Acc: 0.862657, Eval Loss: 0.249127, Eval Acc: 0.866891, PSNR: 13.417728"
"epoch: 27, Train Loss: 0.252295, Train Acc: 0.863023, Eval Loss: 0.247353, Eval Acc: 0.866100, PSNR: 12.329597"
"epoch: 28, Train Loss: 0.250599, Train Acc: 0.863856, Eval Loss: 0.245729, Eval Acc: 0.868176, PSNR: 15.266724"
"epoch: 29, Train Loss: 0.248774, Train Acc: 0.864772, Eval Loss: 0.243900, Eval Acc: 0.869462, PSNR: 12.761711"
"epoch: 30, Train Loss: 0.247237, Train Acc: 0.866088, Eval Loss: 0.242408, Eval Acc: 0.870847, PSNR: 12.470552"
"epoch: 31, Train Loss: 0.245647, Train Acc: 0.866455, Eval Loss: 0.240899, Eval Acc: 0.870945, PSNR: 13.138159"
"epoch: 32, Train Loss: 0.244110, Train Acc: 0.867204, Eval Loss: 0.239421, Eval Acc: 0.870253, PSNR: 11.307449"
"epoch: 33, Train Loss: 0.242676, Train Acc: 0.868254, Eval Loss: 0.238033, Eval Acc: 0.871539, PSNR: 13.443755"
"epoch: 34, Train Loss: 0.241252, Train Acc: 0.868787, Eval Loss: 0.236626, Eval Acc: 0.872923, PSNR: 13.041908"
"epoch: 35, Train Loss: 0.239928, Train Acc: 0.869520, Eval Loss: 0.235119, Eval Acc: 0.872528, PSNR: 13.673346"
"epoch: 36, Train Loss: 0.238591, Train Acc: 0.869936, Eval Loss: 0.234000, Eval Acc: 0.873517, PSNR: 14.736651"
"epoch: 37, Train Loss: 0.237292, Train Acc: 0.870652, Eval Loss: 0.232864, Eval Acc: 0.873121, PSNR: 13.600175"
"epoch: 38, Train Loss: 0.236073, Train Acc: 0.871169, Eval Loss: 0.231410, Eval Acc: 0.874110, PSNR: 13.676775"
"epoch: 39, Train Loss: 0.234851, Train Acc: 0.871868, Eval Loss: 0.230344, Eval Acc: 0.874802, PSNR: 12.842369"
"epoch: 40, Train Loss: 0.233639, Train Acc: 0.872451, Eval Loss: 0.229154, Eval Acc: 0.873714, PSNR: 13.516726"
"epoch: 41, Train Loss: 0.232530, Train Acc: 0.873268, Eval Loss: 0.228073, Eval Acc: 0.876088, PSNR: 14.063658"
"epoch: 42, Train Loss: 0.231451, Train Acc: 0.873368, Eval Loss: 0.226880, Eval Acc: 0.877176, PSNR: 11.682089"
"epoch: 43, Train Loss: 0.230355, Train Acc: 0.873351, Eval Loss: 0.225945, Eval Acc: 0.877373, PSNR: 12.704174"
"epoch: 44, Train Loss: 0.229299, Train Acc: 0.873751, Eval Loss: 0.224709, Eval Acc: 0.877670, PSNR: 13.209645"
"epoch: 45, Train Loss: 0.228336, Train Acc: 0.874400, Eval Loss: 0.223911, Eval Acc: 0.876582, PSNR: 12.874956"
"epoch: 46, Train Loss: 0.227285, Train Acc: 0.875183, Eval Loss: 0.222818, Eval Acc: 0.878165, PSNR: 14.003445"
"epoch: 47, Train Loss: 0.226299, Train Acc: 0.875633, Eval Loss: 0.221860, Eval Acc: 0.876978, PSNR: 13.522097"
"epoch: 48, Train Loss: 0.225330, Train Acc: 0.876133, Eval Loss: 0.220789, Eval Acc: 0.879450, PSNR: 12.844507"
"epoch: 49, Train Loss: 0.224361, Train Acc: 0.876916, Eval Loss: 0.220037, Eval Acc: 0.878560, PSNR: 14.984192"
"epoch: 50, Train Loss: 0.223367, Train Acc: 0.876832, Eval Loss: 0.218977, Eval Acc: 0.880044, PSNR: 12.083262"
"epoch: 51, Train Loss: 0.222481, Train Acc: 0.877649, Eval Loss: 0.218363, Eval Acc: 0.878659, PSNR: 14.454210"
"epoch: 52, Train Loss: 0.221642, Train Acc: 0.876832, Eval Loss: 0.217456, Eval Acc: 0.881032, PSNR: 14.292790"
"epoch: 53, Train Loss: 0.220705, Train Acc: 0.878432, Eval Loss: 0.216643, Eval Acc: 0.880538, PSNR: 12.377564"
"epoch: 54, Train Loss: 0.219918, Train Acc: 0.878581, Eval Loss: 0.215594, Eval Acc: 0.882615, PSNR: 13.867280"
"epoch: 55, Train Loss: 0.219077, Train Acc: 0.878698, Eval Loss: 0.214748, Eval Acc: 0.880637, PSNR: 14.797581"
