Training Start
Compression Rate: 0.8
SNR Value: 6
"epoch: 0, Train Loss: 1.005641, Train Acc: 0.234725, Eval Loss: 0.866826, Eval Acc: 0.455004, PSNR: 1.975308"
"epoch: 1, Train Loss: 0.758094, Train Acc: 0.596149, Eval Loss: 0.663333, Eval Acc: 0.688093, PSNR: 2.967844"
"epoch: 2, Train Loss: 0.602435, Train Acc: 0.710388, Eval Loss: 0.544755, Eval Acc: 0.743671, PSNR: 4.496857"
"epoch: 3, Train Loss: 0.507995, Train Acc: 0.749567, Eval Loss: 0.469632, Eval Acc: 0.768493, PSNR: 3.555483"
"epoch: 4, Train Loss: 0.446592, Train Acc: 0.771105, Eval Loss: 0.419585, Eval Acc: 0.784909, PSNR: 5.636951"
"epoch: 5, Train Loss: 0.404785, Train Acc: 0.786181, Eval Loss: 0.384718, Eval Acc: 0.798853, PSNR: 7.072155"
"epoch: 6, Train Loss: 0.375275, Train Acc: 0.796425, Eval Loss: 0.359723, Eval Acc: 0.806764, PSNR: 7.987946"
"epoch: 7, Train Loss: 0.353705, Train Acc: 0.805554, Eval Loss: 0.341232, Eval Acc: 0.814775, PSNR: 6.874354"
"epoch: 8, Train Loss: 0.337569, Train Acc: 0.812683, Eval Loss: 0.327145, Eval Acc: 0.820214, PSNR: 8.567399"
"epoch: 9, Train Loss: 0.325110, Train Acc: 0.818797, Eval Loss: 0.316092, Eval Acc: 0.824466, PSNR: 7.953355"
"epoch: 10, Train Loss: 0.315251, Train Acc: 0.823294, Eval Loss: 0.307291, Eval Acc: 0.830696, PSNR: 9.557058"
"epoch: 11, Train Loss: 0.307165, Train Acc: 0.827642, Eval Loss: 0.300023, Eval Acc: 0.834355, PSNR: 9.505575"
"epoch: 12, Train Loss: 0.300371, Train Acc: 0.830257, Eval Loss: 0.293800, Eval Acc: 0.836630, PSNR: 8.240296"
"epoch: 13, Train Loss: 0.294585, Train Acc: 0.834555, Eval Loss: 0.288475, Eval Acc: 0.841970, PSNR: 10.735584"
"epoch: 14, Train Loss: 0.289840, Train Acc: 0.836637, Eval Loss: 0.283590, Eval Acc: 0.847211, PSNR: 9.616206"
"epoch: 15, Train Loss: 0.285321, Train Acc: 0.839236, Eval Loss: 0.279749, Eval Acc: 0.849387, PSNR: 10.256502"
"epoch: 16, Train Loss: 0.281361, Train Acc: 0.842401, Eval Loss: 0.275923, Eval Acc: 0.850079, PSNR: 11.952318"
"epoch: 17, Train Loss: 0.277823, Train Acc: 0.844100, Eval Loss: 0.272695, Eval Acc: 0.850672, PSNR: 11.522051"
"epoch: 18, Train Loss: 0.274664, Train Acc: 0.845382, Eval Loss: 0.269482, Eval Acc: 0.853639, PSNR: 10.921959"
"epoch: 19, Train Loss: 0.271662, Train Acc: 0.848631, Eval Loss: 0.266461, Eval Acc: 0.853936, PSNR: 12.354180"
"epoch: 20, Train Loss: 0.268867, Train Acc: 0.849813, Eval Loss: 0.263820, Eval Acc: 0.857496, PSNR: 10.637895"
"epoch: 21, Train Loss: 0.266299, Train Acc: 0.851329, Eval Loss: 0.261299, Eval Acc: 0.859968, PSNR: 10.176926"
"epoch: 22, Train Loss: 0.263823, Train Acc: 0.852345, Eval Loss: 0.258750, Eval Acc: 0.860166, PSNR: 13.293974"
"epoch: 23, Train Loss: 0.261574, Train Acc: 0.853312, Eval Loss: 0.256866, Eval Acc: 0.859672, PSNR: 11.496326"
"epoch: 24, Train Loss: 0.259400, Train Acc: 0.855094, Eval Loss: 0.254748, Eval Acc: 0.860067, PSNR: 13.343400"
"epoch: 25, Train Loss: 0.257371, Train Acc: 0.857209, Eval Loss: 0.252432, Eval Acc: 0.865012, PSNR: 12.166081"
"epoch: 26, Train Loss: 0.255322, Train Acc: 0.857493, Eval Loss: 0.250635, Eval Acc: 0.864715, PSNR: 12.050784"
"epoch: 27, Train Loss: 0.253561, Train Acc: 0.858492, Eval Loss: 0.248911, Eval Acc: 0.865605, PSNR: 12.266481"
"epoch: 28, Train Loss: 0.251811, Train Acc: 0.859858, Eval Loss: 0.247270, Eval Acc: 0.865407, PSNR: 12.813585"
"epoch: 29, Train Loss: 0.249971, Train Acc: 0.860558, Eval Loss: 0.245407, Eval Acc: 0.866693, PSNR: 12.315346"
"epoch: 30, Train Loss: 0.248490, Train Acc: 0.862323, Eval Loss: 0.243856, Eval Acc: 0.867682, PSNR: 12.639191"
"epoch: 31, Train Loss: 0.246822, Train Acc: 0.862523, Eval Loss: 0.242140, Eval Acc: 0.869264, PSNR: 12.512692"
"epoch: 32, Train Loss: 0.245368, Train Acc: 0.863823, Eval Loss: 0.240720, Eval Acc: 0.869858, PSNR: 13.420137"
"epoch: 33, Train Loss: 0.243927, Train Acc: 0.863956, Eval Loss: 0.239445, Eval Acc: 0.869561, PSNR: 12.042683"
"epoch: 34, Train Loss: 0.242460, Train Acc: 0.865355, Eval Loss: 0.237987, Eval Acc: 0.867880, PSNR: 13.409428"
"epoch: 35, Train Loss: 0.241035, Train Acc: 0.865955, Eval Loss: 0.236731, Eval Acc: 0.871539, PSNR: 14.335044"
"epoch: 36, Train Loss: 0.239674, Train Acc: 0.866438, Eval Loss: 0.235342, Eval Acc: 0.873022, PSNR: 12.980267"
"epoch: 37, Train Loss: 0.238470, Train Acc: 0.866754, Eval Loss: 0.234029, Eval Acc: 0.873813, PSNR: 13.883921"
"epoch: 38, Train Loss: 0.237152, Train Acc: 0.868270, Eval Loss: 0.232736, Eval Acc: 0.873121, PSNR: 15.476670"
"epoch: 39, Train Loss: 0.235910, Train Acc: 0.868220, Eval Loss: 0.231745, Eval Acc: 0.874506, PSNR: 13.667605"
"epoch: 40, Train Loss: 0.234765, Train Acc: 0.869620, Eval Loss: 0.230389, Eval Acc: 0.873616, PSNR: 13.112232"
"epoch: 41, Train Loss: 0.233721, Train Acc: 0.869453, Eval Loss: 0.229094, Eval Acc: 0.874110, PSNR: 13.549401"
"epoch: 42, Train Loss: 0.232363, Train Acc: 0.870536, Eval Loss: 0.228274, Eval Acc: 0.876681, PSNR: 15.155322"
"epoch: 43, Train Loss: 0.231321, Train Acc: 0.871269, Eval Loss: 0.227263, Eval Acc: 0.874506, PSNR: 13.419306"
"epoch: 44, Train Loss: 0.230353, Train Acc: 0.872018, Eval Loss: 0.226263, Eval Acc: 0.875198, PSNR: 14.243254"
"epoch: 45, Train Loss: 0.229269, Train Acc: 0.872135, Eval Loss: 0.225175, Eval Acc: 0.876286, PSNR: 12.857622"
"epoch: 46, Train Loss: 0.228212, Train Acc: 0.872585, Eval Loss: 0.224076, Eval Acc: 0.876483, PSNR: 13.394963"
"epoch: 47, Train Loss: 0.227253, Train Acc: 0.872901, Eval Loss: 0.222946, Eval Acc: 0.876582, PSNR: 13.616894"
"epoch: 48, Train Loss: 0.226297, Train Acc: 0.873118, Eval Loss: 0.221944, Eval Acc: 0.879055, PSNR: 12.459192"
"epoch: 49, Train Loss: 0.225344, Train Acc: 0.873951, Eval Loss: 0.221185, Eval Acc: 0.879747, PSNR: 12.552493"
"epoch: 50, Train Loss: 0.224434, Train Acc: 0.873934, Eval Loss: 0.220283, Eval Acc: 0.878066, PSNR: 11.927385"
"epoch: 51, Train Loss: 0.223417, Train Acc: 0.875033, Eval Loss: 0.219014, Eval Acc: 0.879450, PSNR: 15.916051"
"epoch: 52, Train Loss: 0.222644, Train Acc: 0.874450, Eval Loss: 0.218598, Eval Acc: 0.878956, PSNR: 14.459299"
"epoch: 53, Train Loss: 0.221646, Train Acc: 0.875366, Eval Loss: 0.217651, Eval Acc: 0.879648, PSNR: 15.591644"
"epoch: 54, Train Loss: 0.220919, Train Acc: 0.875733, Eval Loss: 0.216727, Eval Acc: 0.880340, PSNR: 13.782346"
"epoch: 55, Train Loss: 0.220067, Train Acc: 0.876499, Eval Loss: 0.215885, Eval Acc: 0.881230, PSNR: 14.639339"
"epoch: 56, Train Loss: 0.219201, Train Acc: 0.876566, Eval Loss: 0.214973, Eval Acc: 0.881527, PSNR: 16.805853"
"epoch: 57, Train Loss: 0.218519, Train Acc: 0.876266, Eval Loss: 0.214286, Eval Acc: 0.882219, PSNR: 12.932670"
"epoch: 58, Train Loss: 0.217614, Train Acc: 0.877432, Eval Loss: 0.213310, Eval Acc: 0.883406, PSNR: 13.521622"
"epoch: 59, Train Loss: 0.216767, Train Acc: 0.877782, Eval Loss: 0.212673, Eval Acc: 0.882417, PSNR: 13.928255"
"epoch: 60, Train Loss: 0.216147, Train Acc: 0.878132, Eval Loss: 0.211924, Eval Acc: 0.882911, PSNR: 15.612283"
"epoch: 61, Train Loss: 0.215302, Train Acc: 0.878015, Eval Loss: 0.211035, Eval Acc: 0.883999, PSNR: 13.812989"
"epoch: 62, Train Loss: 0.214439, Train Acc: 0.878415, Eval Loss: 0.210361, Eval Acc: 0.884296, PSNR: 16.936463"
"epoch: 63, Train Loss: 0.213856, Train Acc: 0.879031, Eval Loss: 0.209612, Eval Acc: 0.883307, PSNR: 16.615399"
"epoch: 64, Train Loss: 0.212960, Train Acc: 0.879398, Eval Loss: 0.209179, Eval Acc: 0.883801, PSNR: 15.570921"
