Training Start
Compression Rate: 0.8
SNR Value: 9
"epoch: 0, Train Loss: 1.010622, Train Acc: 0.205257, Eval Loss: 0.861988, Eval Acc: 0.455103, PSNR: 2.928541"
"epoch: 1, Train Loss: 0.746180, Train Acc: 0.587637, Eval Loss: 0.644065, Eval Acc: 0.678501, PSNR: 4.578437"
"epoch: 2, Train Loss: 0.582370, Train Acc: 0.710305, Eval Loss: 0.523358, Eval Acc: 0.746143, PSNR: 7.096618"
"epoch: 3, Train Loss: 0.488297, Train Acc: 0.752382, Eval Loss: 0.450612, Eval Acc: 0.772350, PSNR: 7.817944"
"epoch: 4, Train Loss: 0.429552, Train Acc: 0.775720, Eval Loss: 0.403500, Eval Acc: 0.789260, PSNR: 7.209925"
"epoch: 5, Train Loss: 0.390720, Train Acc: 0.791195, Eval Loss: 0.371689, Eval Acc: 0.804885, PSNR: 8.793421"
"epoch: 6, Train Loss: 0.363891, Train Acc: 0.801556, Eval Loss: 0.349347, Eval Acc: 0.813489, PSNR: 8.374691"
"epoch: 7, Train Loss: 0.344615, Train Acc: 0.809818, Eval Loss: 0.332780, Eval Acc: 0.820214, PSNR: 10.241399"
"epoch: 8, Train Loss: 0.330291, Train Acc: 0.816748, Eval Loss: 0.320215, Eval Acc: 0.827532, PSNR: 9.682971"
"epoch: 9, Train Loss: 0.319123, Train Acc: 0.822861, Eval Loss: 0.310541, Eval Acc: 0.831883, PSNR: 11.394697"
"epoch: 10, Train Loss: 0.310285, Train Acc: 0.828475, Eval Loss: 0.302445, Eval Acc: 0.835938, PSNR: 9.548270"
"epoch: 11, Train Loss: 0.303061, Train Acc: 0.832339, Eval Loss: 0.295846, Eval Acc: 0.839399, PSNR: 10.047326"
"epoch: 12, Train Loss: 0.296973, Train Acc: 0.835421, Eval Loss: 0.290121, Eval Acc: 0.842959, PSNR: 11.202459"
"epoch: 13, Train Loss: 0.291632, Train Acc: 0.838736, Eval Loss: 0.285330, Eval Acc: 0.843750, PSNR: 12.098581"
"epoch: 14, Train Loss: 0.286966, Train Acc: 0.841351, Eval Loss: 0.280827, Eval Acc: 0.847310, PSNR: 11.775570"
