Training Start
Compression Rate: 0.8
SNR Value: 4
"epoch: 0, Train Loss: 0.974702, Train Acc: 0.276103, Eval Loss: 0.820721, Eval Acc: 0.516317, PSNR: 2.778040"
"epoch: 1, Train Loss: 0.714941, Train Acc: 0.614572, Eval Loss: 0.622367, Eval Acc: 0.687500, PSNR: 5.591581"
"epoch: 2, Train Loss: 0.564956, Train Acc: 0.714486, Eval Loss: 0.510884, Eval Acc: 0.745748, PSNR: 5.940369"
"epoch: 3, Train Loss: 0.477917, Train Acc: 0.755580, Eval Loss: 0.443320, Eval Acc: 0.766911, PSNR: 4.769092"
"epoch: 4, Train Loss: 0.423478, Train Acc: 0.778218, Eval Loss: 0.399480, Eval Acc: 0.790744, PSNR: 8.616303"
"epoch: 5, Train Loss: 0.387515, Train Acc: 0.793593, Eval Loss: 0.370356, Eval Acc: 0.800138, PSNR: 8.703298"
"epoch: 6, Train Loss: 0.362543, Train Acc: 0.802905, Eval Loss: 0.349333, Eval Acc: 0.812203, PSNR: 8.055919"
"epoch: 7, Train Loss: 0.344592, Train Acc: 0.812000, Eval Loss: 0.334109, Eval Acc: 0.817741, PSNR: 7.880375"
"epoch: 8, Train Loss: 0.331249, Train Acc: 0.817347, Eval Loss: 0.321901, Eval Acc: 0.826642, PSNR: 11.899827"
"epoch: 9, Train Loss: 0.320760, Train Acc: 0.823677, Eval Loss: 0.313133, Eval Acc: 0.826938, PSNR: 10.526523"
"epoch: 10, Train Loss: 0.312352, Train Acc: 0.826609, Eval Loss: 0.305213, Eval Acc: 0.831586, PSNR: 10.327913"
"epoch: 11, Train Loss: 0.305274, Train Acc: 0.832906, Eval Loss: 0.298807, Eval Acc: 0.838509, PSNR: 14.254504"
"epoch: 12, Train Loss: 0.299314, Train Acc: 0.835255, Eval Loss: 0.293088, Eval Acc: 0.838608, PSNR: 10.119508"
"epoch: 13, Train Loss: 0.294157, Train Acc: 0.838186, Eval Loss: 0.288497, Eval Acc: 0.842662, PSNR: 11.151993"
"epoch: 14, Train Loss: 0.289543, Train Acc: 0.841035, Eval Loss: 0.284295, Eval Acc: 0.845431, PSNR: 12.037070"
"epoch: 15, Train Loss: 0.285394, Train Acc: 0.842701, Eval Loss: 0.280050, Eval Acc: 0.847508, PSNR: 11.572401"
"epoch: 16, Train Loss: 0.281758, Train Acc: 0.845366, Eval Loss: 0.276728, Eval Acc: 0.848892, PSNR: 9.857878"
"epoch: 17, Train Loss: 0.278290, Train Acc: 0.847098, Eval Loss: 0.273527, Eval Acc: 0.850178, PSNR: 10.544049"
"epoch: 18, Train Loss: 0.275168, Train Acc: 0.849114, Eval Loss: 0.270393, Eval Acc: 0.852848, PSNR: 10.352922"
"epoch: 19, Train Loss: 0.272462, Train Acc: 0.850780, Eval Loss: 0.267408, Eval Acc: 0.856013, PSNR: 11.448740"
"epoch: 20, Train Loss: 0.269677, Train Acc: 0.852212, Eval Loss: 0.265342, Eval Acc: 0.851068, PSNR: 11.464473"
"epoch: 21, Train Loss: 0.267173, Train Acc: 0.853278, Eval Loss: 0.262619, Eval Acc: 0.855024, PSNR: 9.761329"
"epoch: 22, Train Loss: 0.264855, Train Acc: 0.854378, Eval Loss: 0.260356, Eval Acc: 0.858683, PSNR: 11.761069"
"epoch: 23, Train Loss: 0.262564, Train Acc: 0.855644, Eval Loss: 0.258227, Eval Acc: 0.858584, PSNR: 12.496017"
"epoch: 24, Train Loss: 0.260400, Train Acc: 0.857259, Eval Loss: 0.256108, Eval Acc: 0.859771, PSNR: 11.946536"
"epoch: 25, Train Loss: 0.258410, Train Acc: 0.857976, Eval Loss: 0.254033, Eval Acc: 0.861155, PSNR: 11.676783"
"epoch: 26, Train Loss: 0.256546, Train Acc: 0.858342, Eval Loss: 0.252183, Eval Acc: 0.862441, PSNR: 12.367553"
"epoch: 27, Train Loss: 0.254547, Train Acc: 0.861624, Eval Loss: 0.250738, Eval Acc: 0.864023, PSNR: 12.299645"
"epoch: 28, Train Loss: 0.252797, Train Acc: 0.861157, Eval Loss: 0.248657, Eval Acc: 0.861946, PSNR: 13.182146"
"epoch: 29, Train Loss: 0.251194, Train Acc: 0.861174, Eval Loss: 0.247098, Eval Acc: 0.864814, PSNR: 12.606712"
"epoch: 30, Train Loss: 0.249489, Train Acc: 0.863023, Eval Loss: 0.245427, Eval Acc: 0.866792, PSNR: 12.578663"
"epoch: 31, Train Loss: 0.247904, Train Acc: 0.863939, Eval Loss: 0.243737, Eval Acc: 0.866594, PSNR: 13.135602"
"epoch: 32, Train Loss: 0.246440, Train Acc: 0.864489, Eval Loss: 0.242193, Eval Acc: 0.866891, PSNR: 14.512476"
"epoch: 33, Train Loss: 0.245119, Train Acc: 0.864672, Eval Loss: 0.240531, Eval Acc: 0.868176, PSNR: 12.881556"
"epoch: 34, Train Loss: 0.243595, Train Acc: 0.866438, Eval Loss: 0.239594, Eval Acc: 0.867286, PSNR: 14.177083"
